Country,Code,Date,Weekly new hospital admissions
Netherlands,NLD,2022-03-24,1602
Netherlands,NLD,2022-03-25,1568
Netherlands,NLD,2022-03-26,1575
Netherlands,NLD,2022-03-27,1563
Netherlands,NLD,2022-03-28,1510
Netherlands,NLD,2022-03-29,1487
Netherlands,NLD,2022-03-30,1465
Netherlands,NLD,2022-03-31,1443
Netherlands,NLD,2022-04-01,1412
Netherlands,NLD,2022-04-02,1372
Netherlands,NLD,2022-04-03,1314
Netherlands,NLD,2022-04-04,1305
Netherlands,NLD,2022-04-05,1206
Netherlands,NLD,2022-04-06,1143
Netherlands,NLD,2022-04-07,1101
Netherlands,NLD,2022-04-08,1063
Netherlands,NLD,2022-04-09,1012
Netherlands,NLD,2022-04-10,1007
Netherlands,NLD,2022-04-11,971
Netherlands,NLD,2022-04-12,971
Netherlands,NLD,2022-04-13,948
Netherlands,NLD,2022-04-14,912
Netherlands,NLD,2022-04-15,889
Netherlands,NLD,2022-04-19,850
Netherlands,NLD,2022-04-20,865
Netherlands,NLD,2022-04-21,860
Netherlands,NLD,2022-04-22,794
Netherlands,NLD,2022-04-25,736
Netherlands,NLD,2022-04-26,696
Netherlands,NLD,2022-04-28,621
Netherlands,NLD,2022-04-29,586
Netherlands,NLD,2022-05-02,534
Netherlands,NLD,2022-05-03,500
Netherlands,NLD,2022-05-04,456
Netherlands,NLD,2022-05-06,426
Netherlands,NLD,2022-05-09,392
Netherlands,NLD,2022-05-10,381
Netherlands,NLD,2022-05-11,368
Netherlands,NLD,2022-05-12,342
Netherlands,NLD,2022-05-13,325
Netherlands,NLD,2022-05-16,318
Netherlands,NLD,2022-05-17,317
Netherlands,NLD,2022-05-18,308
Netherlands,NLD,2022-05-19,298
Netherlands,NLD,2022-05-20,288
Netherlands,NLD,2022-05-23,270
Netherlands,NLD,2022-05-24,264
Netherlands,NLD,2022-05-25,270
Netherlands,NLD,2022-05-27,247
Netherlands,NLD,2022-05-30,230
Netherlands,NLD,2022-05-31,232
Netherlands,NLD,2022-06-01,225
Netherlands,NLD,2022-06-02,237
Netherlands,NLD,2022-06-03,235
Netherlands,NLD,2022-06-07,235
Netherlands,NLD,2022-06-08,243
Netherlands,NLD,2022-06-09,256
Netherlands,NLD,2022-06-10,265
Netherlands,NLD,2022-06-13,280
Netherlands,NLD,2022-06-14,285
Netherlands,NLD,2022-06-15,302
Netherlands,NLD,2022-06-16,325
Netherlands,NLD,2022-06-17,361
Netherlands,NLD,2022-06-20,387
Netherlands,NLD,2022-06-21,424
Netherlands,NLD,2022-06-22,451
Netherlands,NLD,2022-06-23,495
Netherlands,NLD,2022-06-24,539
Netherlands,NLD,2022-06-27,567
Netherlands,NLD,2022-06-28,613
Netherlands,NLD,2022-06-29,619
Netherlands,NLD,2022-06-30,646
Netherlands,NLD,2022-07-01,680
Netherlands,NLD,2022-07-04,720
Netherlands,NLD,2022-07-05,768
Netherlands,NLD,2022-07-06,762
Netherlands,NLD,2022-07-07,764
Netherlands,NLD,2022-07-08,804
Netherlands,NLD,2022-07-11,839
Netherlands,NLD,2022-07-12,907
Netherlands,NLD,2022-07-13,938
Netherlands,NLD,2022-07-14,932
Netherlands,NLD,2022-07-15,969
Netherlands,NLD,2022-07-18,980
Netherlands,NLD,2022-07-19,1018
Netherlands,NLD,2022-07-20,1026
Netherlands,NLD,2022-07-21,1019
Netherlands,NLD,2022-07-22,1012
Netherlands,NLD,2022-07-25,1009
Netherlands,NLD,2022-07-26,1044
Netherlands,NLD,2022-07-27,1021
Netherlands,NLD,2022-07-28,984
Netherlands,NLD,2022-07-29,927
Netherlands,NLD,2022-08-01,849
Netherlands,NLD,2022-08-02,819
Netherlands,NLD,2022-08-03,778
Netherlands,NLD,2022-08-04,734
Netherlands,NLD,2022-08-05,739
Netherlands,NLD,2022-08-08,707
Netherlands,NLD,2022-08-09,698
Netherlands,NLD,2022-08-10,679
Netherlands,NLD,2022-08-11,641
Netherlands,NLD,2022-08-12,625
Netherlands,NLD,2022-08-15,586
Netherlands,NLD,2022-08-16,567
Netherlands,NLD,2022-08-17,557
Netherlands,NLD,2022-08-18,541
Netherlands,NLD,2022-08-19,542
Netherlands,NLD,2022-08-22,526
Netherlands,NLD,2022-08-23,498
Netherlands,NLD,2022-08-24,489
Netherlands,NLD,2022-08-25,458
Netherlands,NLD,2022-08-26,442
Netherlands,NLD,2022-08-29,421
Netherlands,NLD,2022-08-30,394
Netherlands,NLD,2022-08-31,373
Netherlands,NLD,2022-09-01,363
Netherlands,NLD,2022-09-02,334
Netherlands,NLD,2022-09-05,326
Netherlands,NLD,2022-09-06,328
Netherlands,NLD,2022-09-07,322
Netherlands,NLD,2022-09-08,323
Netherlands,NLD,2022-09-09,325
Netherlands,NLD,2022-09-12,338
Netherlands,NLD,2022-09-13,353
Netherlands,NLD,2022-09-14,365
Netherlands,NLD,2022-09-15,361
Netherlands,NLD,2022-09-16,370
Netherlands,NLD,2022-09-19,373
Netherlands,NLD,2022-09-20,393
Netherlands,NLD,2022-09-21,412
Netherlands,NLD,2022-09-22,438
Netherlands,NLD,2022-09-23,437
Netherlands,NLD,2022-09-26,469
Netherlands,NLD,2022-09-27,530
Netherlands,NLD,2022-09-28,599
Netherlands,NLD,2022-09-29,659
Netherlands,NLD,2022-09-30,708
Netherlands,NLD,2022-10-03,773
Netherlands,NLD,2022-10-04,856
Netherlands,NLD,2022-10-05,909
Netherlands,NLD,2022-10-06,937
Netherlands,NLD,2022-10-07,961
Netherlands,NLD,2022-10-10,998
Netherlands,NLD,2022-10-11,1034
Netherlands,NLD,2022-10-12,1030
Netherlands,NLD,2022-10-13,1037
Netherlands,NLD,2022-10-14,1044
Netherlands,NLD,2022-10-17,1084
Netherlands,NLD,2022-10-18,1128
Netherlands,NLD,2022-10-19,1132
Netherlands,NLD,2022-10-20,1106
Netherlands,NLD,2022-10-21,1114
Netherlands,NLD,2022-10-24,1097
Netherlands,NLD,2022-10-25,1092
Netherlands,NLD,2022-10-26,1054
Netherlands,NLD,2022-10-27,1000
Netherlands,NLD,2022-10-28,940
Netherlands,NLD,2022-10-31,913
Netherlands,NLD,2022-11-01,856
Netherlands,NLD,2022-11-02,803
Netherlands,NLD,2022-11-03,763
Netherlands,NLD,2022-11-04,706
Netherlands,NLD,2022-11-07,669
Netherlands,NLD,2022-11-08,649
Netherlands,NLD,2022-11-09,604
Netherlands,NLD,2022-11-10,579
Netherlands,NLD,2022-11-11,565
Netherlands,NLD,2022-11-14,521
Netherlands,NLD,2022-11-15,504
Netherlands,NLD,2022-11-16,472
Netherlands,NLD,2022-11-17,439
Netherlands,NLD,2022-11-18,437
Netherlands,NLD,2022-11-21,426
Netherlands,NLD,2022-11-22,428
Netherlands,NLD,2022-11-23,437
Netherlands,NLD,2022-11-24,447
Netherlands,NLD,2022-11-25,463
Netherlands,NLD,2022-11-28,475
Netherlands,NLD,2022-11-29,503
Netherlands,NLD,2022-11-30,519
Netherlands,NLD,2022-12-01,524
Netherlands,NLD,2022-12-02,528
Netherlands,NLD,2022-12-05,509
Netherlands,NLD,2022-12-06,487
Netherlands,NLD,2022-12-07,500
Netherlands,NLD,2022-12-08,495
Netherlands,NLD,2022-12-09,517
Netherlands,NLD,2022-12-12,532
Netherlands,NLD,2022-12-13,556
Netherlands,NLD,2022-12-14,572
Netherlands,NLD,2022-12-15,610
Netherlands,NLD,2022-12-16,638
Netherlands,NLD,2022-12-19,665
Netherlands,NLD,2022-12-20,672
Netherlands,NLD,2022-12-21,696
Netherlands,NLD,2022-12-22,731
Netherlands,NLD,2022-12-23,772
Netherlands,NLD,2022-12-27,839
Netherlands,NLD,2022-12-28,873
Netherlands,NLD,2022-12-29,896
Netherlands,NLD,2022-12-30,943
Netherlands,NLD,2023-01-02,965
Netherlands,NLD,2023-01-03,987
Netherlands,NLD,2023-01-04,1004
Netherlands,NLD,2023-01-05,961
Netherlands,NLD,2023-01-06,923
Netherlands,NLD,2023-01-09,907
Netherlands,NLD,2023-01-10,877
Netherlands,NLD,2023-01-11,832
Netherlands,NLD,2023-01-12,754
Netherlands,NLD,2023-01-13,698
Netherlands,NLD,2023-01-16,649
Netherlands,NLD,2023-01-17,638
Netherlands,NLD,2023-01-18,587
Netherlands,NLD,2023-01-19,528
Netherlands,NLD,2023-01-20,500
Netherlands,NLD,2023-01-23,476
Netherlands,NLD,2023-01-24,465
Netherlands,NLD,2023-01-25,447
Netherlands,NLD,2023-01-26,412
Netherlands,NLD,2023-01-27,410
Netherlands,NLD,2023-01-30,404
Netherlands,NLD,2023-01-31,411
Netherlands,NLD,2023-02-01,416
Netherlands,NLD,2023-02-02,407
Netherlands,NLD,2023-02-03,402
Netherlands,NLD,2023-02-06,398
Netherlands,NLD,2023-02-07,397
Netherlands,NLD,2023-02-08,404
Netherlands,NLD,2023-02-09,394
Netherlands,NLD,2023-02-10,400
Netherlands,NLD,2023-02-13,419
Netherlands,NLD,2023-02-14,466
Netherlands,NLD,2023-02-15,480
Netherlands,NLD,2023-02-16,501
Netherlands,NLD,2023-02-17,531
Netherlands,NLD,2023-02-20,590
Netherlands,NLD,2023-02-21,639
Netherlands,NLD,2023-02-22,666
Netherlands,NLD,2023-02-23,690
Netherlands,NLD,2023-02-24,731
Netherlands,NLD,2023-02-27,790
Netherlands,NLD,2023-02-28,866
Netherlands,NLD,2023-03-01,898
Netherlands,NLD,2023-03-02,921
Netherlands,NLD,2023-03-03,957
Netherlands,NLD,2023-03-06,1021
Netherlands,NLD,2023-03-07,1114
Netherlands,NLD,2023-03-08,1147
Netherlands,NLD,2023-03-09,1166
Netherlands,NLD,2023-03-10,1158
Netherlands,NLD,2023-03-13,1186
Netherlands,NLD,2023-03-14,1236
Netherlands,NLD,2023-03-15,1220
Netherlands,NLD,2023-03-16,1183
Netherlands,NLD,2023-03-17,1163
Netherlands,NLD,2023-03-20,1120
Netherlands,NLD,2023-03-21,1131
Netherlands,NLD,2023-03-22,1120
Netherlands,NLD,2023-03-23,1030
Netherlands,NLD,2023-03-24,975
Netherlands,NLD,2023-03-27,932
Netherlands,NLD,2023-03-28,905
Netherlands,NLD,2023-03-29,876
Netherlands,NLD,2023-03-30,830
Netherlands,NLD,2023-03-31,794
Netherlands,NLD,2023-04-03,786
Netherlands,NLD,2023-04-04,757
Netherlands,NLD,2023-04-05,715
Netherlands,NLD,2023-04-06,679
Netherlands,NLD,2023-04-07,647
Netherlands,NLD,2023-04-11,654
Netherlands,NLD,2023-04-12,627
Netherlands,NLD,2023-04-13,624
Netherlands,NLD,2023-04-14,630
Netherlands,NLD,2023-04-17,609
Netherlands,NLD,2023-04-18,594
Netherlands,NLD,2023-04-19,593
Netherlands,NLD,2023-04-20,535
Netherlands,NLD,2023-04-21,510
Netherlands,NLD,2023-04-24,491
Netherlands,NLD,2023-04-25,479
Netherlands,NLD,2023-04-26,491
Netherlands,NLD,2023-04-28,454
Netherlands,NLD,2023-05-01,431
Netherlands,NLD,2023-05-02,429
Netherlands,NLD,2023-05-03,415
Netherlands,NLD,2023-05-04,393
Netherlands,NLD,2023-05-05,373
Netherlands,NLD,2023-05-08,351
Netherlands,NLD,2023-05-09,364
Netherlands,NLD,2023-05-10,348
Netherlands,NLD,2023-05-11,337
Netherlands,NLD,2023-05-12,329
Netherlands,NLD,2023-05-15,308
Netherlands,NLD,2023-05-16,290
Netherlands,NLD,2023-05-17,279
Netherlands,NLD,2023-05-19,246
Netherlands,NLD,2023-05-22,237
Netherlands,NLD,2023-05-23,216
Netherlands,NLD,2023-05-24,206
Netherlands,NLD,2023-05-25,211
Netherlands,NLD,2023-05-26,200
Netherlands,NLD,2023-05-30,196
Netherlands,NLD,2023-05-31,200
Netherlands,NLD,2023-06-01,193
Netherlands,NLD,2023-06-02,195
Netherlands,NLD,2023-06-05,187
Netherlands,NLD,2023-06-06,182
Netherlands,NLD,2023-06-07,173
Netherlands,NLD,2023-06-08,167
Netherlands,NLD,2023-06-09,162
Netherlands,NLD,2023-06-12,158
Netherlands,NLD,2023-06-13,153
Netherlands,NLD,2023-06-14,156
Netherlands,NLD,2023-06-15,149
Netherlands,NLD,2023-06-16,149
Netherlands,NLD,2023-06-19,142
Netherlands,NLD,2023-06-20,141
Netherlands,NLD,2023-06-21,139
Netherlands,NLD,2023-06-22,133
Netherlands,NLD,2023-06-23,125
Netherlands,NLD,2023-06-26,118
Netherlands,NLD,2023-06-27,116
Netherlands,NLD,2023-06-28,117
Netherlands,NLD,2023-06-29,117
Netherlands,NLD,2023-06-30,116
Netherlands,NLD,2023-07-03,115
Netherlands,NLD,2023-07-04,114
Netherlands,NLD,2023-07-05,117
Netherlands,NLD,2023-07-06,112
Netherlands,NLD,2023-07-07,106
Netherlands,NLD,2023-07-10,111
Netherlands,NLD,2023-07-11,113
Netherlands,NLD,2023-07-12,109
Netherlands,NLD,2023-07-13,107
Netherlands,NLD,2023-07-14,108
Netherlands,NLD,2023-07-17,108
Netherlands,NLD,2023-07-18,109
Netherlands,NLD,2023-07-19,105
Netherlands,NLD,2023-07-20,103
Netherlands,NLD,2023-07-21,107
Netherlands,NLD,2023-07-24,107
Netherlands,NLD,2023-07-25,109
Netherlands,NLD,2023-07-26,116
Netherlands,NLD,2023-07-27,119
Netherlands,NLD,2023-07-28,118
Netherlands,NLD,2023-07-31,120
Netherlands,NLD,2023-08-01,123
Netherlands,NLD,2023-08-02,127
Netherlands,NLD,2023-08-03,128
Netherlands,NLD,2023-08-04,132
Netherlands,NLD,2023-08-07,136
Netherlands,NLD,2023-08-08,142
Netherlands,NLD,2023-08-09,148
Netherlands,NLD,2023-08-10,148
Netherlands,NLD,2023-08-11,147
Netherlands,NLD,2023-08-14,148
Netherlands,NLD,2023-08-15,150
Netherlands,NLD,2023-08-16,157
Netherlands,NLD,2023-08-17,155
Netherlands,NLD,2023-08-18,156
Netherlands,NLD,2023-08-21,161
Netherlands,NLD,2023-08-22,172
Netherlands,NLD,2023-08-23,173
Netherlands,NLD,2023-08-24,181
Netherlands,NLD,2023-08-25,179
Netherlands,NLD,2023-08-28,191
Netherlands,NLD,2023-08-29,197
Netherlands,NLD,2023-08-30,197
Netherlands,NLD,2023-08-31,198
Netherlands,NLD,2023-09-01,207
Netherlands,NLD,2023-09-04,214
Netherlands,NLD,2023-09-05,225
Netherlands,NLD,2023-09-06,230
Netherlands,NLD,2023-09-07,236
Netherlands,NLD,2023-09-08,263
Netherlands,NLD,2023-09-11,274
Netherlands,NLD,2023-09-12,304
Netherlands,NLD,2023-09-13,309
Netherlands,NLD,2023-09-14,311
Netherlands,NLD,2023-09-15,323
Netherlands,NLD,2023-09-18,328
Netherlands,NLD,2023-09-19,331
Netherlands,NLD,2023-09-20,339
Netherlands,NLD,2023-09-21,337
Netherlands,NLD,2023-09-22,349
Netherlands,NLD,2023-09-25,348
Netherlands,NLD,2023-09-26,358
Netherlands,NLD,2023-09-27,365
Netherlands,NLD,2023-09-28,356
Netherlands,NLD,2023-09-29,360
Netherlands,NLD,2023-10-02,352
Netherlands,NLD,2023-10-03,362
Netherlands,NLD,2023-10-04,384
Netherlands,NLD,2023-10-05,377
Netherlands,NLD,2023-10-06,385
Netherlands,NLD,2023-10-09,406
Netherlands,NLD,2023-10-10,429
Netherlands,NLD,2023-10-11,441
Netherlands,NLD,2023-10-12,436
Netherlands,NLD,2023-10-13,435
Netherlands,NLD,2023-10-16,446
Netherlands,NLD,2023-10-17,455
Netherlands,NLD,2023-10-18,461
Netherlands,NLD,2023-10-19,454
Netherlands,NLD,2023-10-20,478
Netherlands,NLD,2023-10-23,500
Netherlands,NLD,2023-10-24,541
Netherlands,NLD,2023-10-25,566
Netherlands,NLD,2023-10-26,599
Netherlands,NLD,2023-10-27,635
Netherlands,NLD,2023-10-30,662
Netherlands,NLD,2023-10-31,676
Netherlands,NLD,2023-11-01,681
Netherlands,NLD,2023-11-02,685
Netherlands,NLD,2023-11-03,698
Netherlands,NLD,2023-11-06,697
Netherlands,NLD,2023-11-07,709
Netherlands,NLD,2023-11-08,711
Netherlands,NLD,2023-11-09,710
Netherlands,NLD,2023-11-10,732
Netherlands,NLD,2023-11-13,716
Netherlands,NLD,2023-11-14,711
Netherlands,NLD,2023-11-15,723
Netherlands,NLD,2023-11-16,692
Netherlands,NLD,2023-11-17,679
Netherlands,NLD,2023-11-20,682
Netherlands,NLD,2023-11-21,688
Netherlands,NLD,2023-11-22,694
Netherlands,NLD,2023-11-23,705
Netherlands,NLD,2023-11-24,696
Netherlands,NLD,2023-11-27,696
Netherlands,NLD,2023-11-28,730
Netherlands,NLD,2023-11-29,723
Netherlands,NLD,2023-11-30,696
Netherlands,NLD,2023-12-01,720
Netherlands,NLD,2023-12-04,729
Netherlands,NLD,2023-12-05,791
Netherlands,NLD,2023-12-06,853
Netherlands,NLD,2023-12-07,852
Netherlands,NLD,2023-12-08,901
Netherlands,NLD,2023-12-11,949
Netherlands,NLD,2023-12-12,1002
Netherlands,NLD,2023-12-13,1060
Netherlands,NLD,2023-12-14,1049
Netherlands,NLD,2023-12-15,1064
Netherlands,NLD,2023-12-18,1097
Netherlands,NLD,2023-12-19,1139
Netherlands,NLD,2023-12-20,1149
Netherlands,NLD,2023-12-21,1138
Netherlands,NLD,2023-12-22,1127
Netherlands,NLD,2023-12-27,1109
Netherlands,NLD,2023-12-28,1106
Netherlands,NLD,2023-12-29,1080
Netherlands,NLD,2024-01-02,1001
Netherlands,NLD,2024-01-03,991
Netherlands,NLD,2024-01-04,942
Netherlands,NLD,2024-01-05,864
Netherlands,NLD,2024-01-08,802
Netherlands,NLD,2024-01-09,715
Netherlands,NLD,2024-01-10,661
Netherlands,NLD,2024-01-11,622
Netherlands,NLD,2024-01-12,552
Netherlands,NLD,2024-01-15,492
Netherlands,NLD,2024-01-16,477
Netherlands,NLD,2024-01-17,465
Netherlands,NLD,2024-01-18,446
Netherlands,NLD,2024-01-19,439
Netherlands,NLD,2024-01-22,414
Netherlands,NLD,2024-01-23,405
Netherlands,NLD,2024-01-24,401
Netherlands,NLD,2024-01-25,391
Netherlands,NLD,2024-01-26,381
Netherlands,NLD,2024-01-29,369
Netherlands,NLD,2024-01-30,366
Netherlands,NLD,2024-01-31,372
Netherlands,NLD,2024-02-01,373
Netherlands,NLD,2024-02-02,368
Netherlands,NLD,2024-02-05,350
Netherlands,NLD,2024-02-06,336
Netherlands,NLD,2024-02-07,331
Netherlands,NLD,2024-02-08,319
Netherlands,NLD,2024-02-09,312
Netherlands,NLD,2024-02-12,283
Netherlands,NLD,2024-02-13,284
Netherlands,NLD,2024-02-14,279
Netherlands,NLD,2024-02-15,272
Netherlands,NLD,2024-02-16,258
Netherlands,NLD,2024-02-19,235
Netherlands,NLD,2024-02-20,228
Netherlands,NLD,2024-02-21,225
Netherlands,NLD,2024-02-22,204
Netherlands,NLD,2024-02-23,194
Netherlands,NLD,2024-02-26,188
Netherlands,NLD,2024-02-27,194
Netherlands,NLD,2024-02-28,192
Netherlands,NLD,2024-02-29,179
Netherlands,NLD,2024-03-01,172
Netherlands,NLD,2024-03-04,169
Netherlands,NLD,2024-03-05,164
Netherlands,NLD,2024-03-06,163
Netherlands,NLD,2024-03-07,149
Netherlands,NLD,2024-03-08,144
Netherlands,NLD,2024-03-11,135
Netherlands,NLD,2024-03-12,135
Netherlands,NLD,2024-03-13,135
Netherlands,NLD,2024-03-14,130
Netherlands,NLD,2024-03-15,130
Netherlands,NLD,2024-03-18,129
Netherlands,NLD,2024-03-20,124
Netherlands,NLD,2024-03-21,130
Netherlands,NLD,2024-03-22,130
Netherlands,NLD,2024-03-25,126
Netherlands,NLD,2024-03-26,127
Netherlands,NLD,2024-03-27,126
Netherlands,NLD,2024-03-28,127
Netherlands,NLD,2024-03-29,133
Netherlands,NLD,2024-04-02,130
Netherlands,NLD,2024-04-03,127
Netherlands,NLD,2024-04-04,127
Netherlands,NLD,2024-04-05,122
Netherlands,NLD,2024-04-08,116
Netherlands,NLD,2024-04-09,115
Netherlands,NLD,2024-04-10,111
Netherlands,NLD,2024-04-11,108
Netherlands,NLD,2024-04-12,106
Netherlands,NLD,2024-04-15,107
Netherlands,NLD,2024-04-16,111
Netherlands,NLD,2024-04-17,115
Netherlands,NLD,2024-04-18,117
Netherlands,NLD,2024-04-19,113
Netherlands,NLD,2024-04-22,113
Netherlands,NLD,2024-04-23,116
Netherlands,NLD,2024-04-24,113
Netherlands,NLD,2024-04-26,114
Netherlands,NLD,2024-04-29,107
Netherlands,NLD,2024-04-30,105
Netherlands,NLD,2024-05-01,111
Netherlands,NLD,2024-05-02,113
Netherlands,NLD,2024-05-03,108
Netherlands,NLD,2024-05-06,108
Netherlands,NLD,2024-05-07,111
Netherlands,NLD,2024-05-08,114
Netherlands,NLD,2024-05-10,110
Netherlands,NLD,2024-05-13,101
Netherlands,NLD,2024-05-14,97
Netherlands,NLD,2024-05-15,100
Netherlands,NLD,2024-05-16,100
Netherlands,NLD,2024-05-17,92
Netherlands,NLD,2024-05-21,91
Netherlands,NLD,2024-05-22,102
Netherlands,NLD,2024-05-23,111
Netherlands,NLD,2024-05-24,114
Netherlands,NLD,2024-05-27,113
Netherlands,NLD,2024-05-28,120
Netherlands,NLD,2024-05-29,124
Netherlands,NLD,2024-05-30,126
Netherlands,NLD,2024-05-31,119
Northern Ireland,,2020-03-16,2
Northern Ireland,,2020-03-17,1
Northern Ireland,,2020-03-18,1
Northern Ireland,,2020-03-19,1
Northern Ireland,,2020-03-20,1
Northern Ireland,,2020-03-21,1
Northern Ireland,,2020-03-22,1
Northern Ireland,,2020-03-23,7
Northern Ireland,,2020-03-24,10
Northern Ireland,,2020-03-25,13
Northern Ireland,,2020-03-26,18
Northern Ireland,,2020-03-27,27
Northern Ireland,,2020-03-28,38
Northern Ireland,,2020-03-29,50
Northern Ireland,,2020-03-30,53
Northern Ireland,,2020-03-31,68
Northern Ireland,,2020-04-01,81
Northern Ireland,,2020-04-02,91
Northern Ireland,,2020-04-03,99
Northern Ireland,,2020-04-04,106
Northern Ireland,,2020-04-05,102
Northern Ireland,,2020-04-06,112
Northern Ireland,,2020-04-07,120
Northern Ireland,,2020-04-08,123
Northern Ireland,,2020-04-09,132
Northern Ireland,,2020-04-10,123
Northern Ireland,,2020-04-11,123
Northern Ireland,,2020-04-12,132
Northern Ireland,,2020-04-13,127
Northern Ireland,,2020-04-14,119
Northern Ireland,,2020-04-15,119
Northern Ireland,,2020-04-16,113
Northern Ireland,,2020-04-17,125
Northern Ireland,,2020-04-18,114
Northern Ireland,,2020-04-19,110
Northern Ireland,,2020-04-20,118
Northern Ireland,,2020-04-21,118
Northern Ireland,,2020-04-22,114
Northern Ireland,,2020-04-23,109
Northern Ireland,,2020-04-24,99
Northern Ireland,,2020-04-25,104
Northern Ireland,,2020-04-26,97
Northern Ireland,,2020-04-27,89
Northern Ireland,,2020-04-28,79
Northern Ireland,,2020-04-29,75
Northern Ireland,,2020-04-30,78
Northern Ireland,,2020-05-01,78
Northern Ireland,,2020-05-02,71
Northern Ireland,,2020-05-03,70
Northern Ireland,,2020-05-04,59
Northern Ireland,,2020-05-05,58
Northern Ireland,,2020-05-06,54
Northern Ireland,,2020-05-07,43
Northern Ireland,,2020-05-08,36
Northern Ireland,,2020-05-09,38
Northern Ireland,,2020-05-10,42
Northern Ireland,,2020-05-11,52
Northern Ireland,,2020-05-12,51
Northern Ireland,,2020-05-13,56
Northern Ireland,,2020-05-14,57
Northern Ireland,,2020-05-15,55
Northern Ireland,,2020-05-16,51
Northern Ireland,,2020-05-17,48
Northern Ireland,,2020-05-18,36
Northern Ireland,,2020-05-19,33
Northern Ireland,,2020-05-20,23
Northern Ireland,,2020-05-21,18
Northern Ireland,,2020-05-22,18
Northern Ireland,,2020-05-23,16
Northern Ireland,,2020-05-24,11
Northern Ireland,,2020-05-25,12
Northern Ireland,,2020-05-26,14
Northern Ireland,,2020-05-27,12
Northern Ireland,,2020-05-28,13
Northern Ireland,,2020-05-29,14
Northern Ireland,,2020-05-30,14
Northern Ireland,,2020-05-31,16
Northern Ireland,,2020-06-01,16
Northern Ireland,,2020-06-02,13
Northern Ireland,,2020-06-03,16
Northern Ireland,,2020-06-04,15
Northern Ireland,,2020-06-05,13
Northern Ireland,,2020-06-06,14
Northern Ireland,,2020-06-07,11
Northern Ireland,,2020-06-08,8
Northern Ireland,,2020-06-09,7
Northern Ireland,,2020-06-10,4
Northern Ireland,,2020-06-11,4
Northern Ireland,,2020-06-12,5
Northern Ireland,,2020-06-13,5
Northern Ireland,,2020-06-14,5
Northern Ireland,,2020-06-15,5
Northern Ireland,,2020-06-16,4
Northern Ireland,,2020-06-17,4
Northern Ireland,,2020-06-18,3
Northern Ireland,,2020-06-19,4
Northern Ireland,,2020-06-20,2
Northern Ireland,,2020-06-21,3
Northern Ireland,,2020-06-22,4
Northern Ireland,,2020-06-23,4
Northern Ireland,,2020-06-24,4
Northern Ireland,,2020-06-25,4
Northern Ireland,,2020-06-26,3
Northern Ireland,,2020-06-27,3
Northern Ireland,,2020-06-28,4
Northern Ireland,,2020-06-29,3
Northern Ireland,,2020-06-30,3
Northern Ireland,,2020-07-01,3
Northern Ireland,,2020-07-02,3
Northern Ireland,,2020-07-03,2
Northern Ireland,,2020-07-04,2
Northern Ireland,,2020-07-05,0
Northern Ireland,,2020-07-06,0
Northern Ireland,,2020-07-07,0
Northern Ireland,,2020-07-08,1
Northern Ireland,,2020-07-09,1
Northern Ireland,,2020-07-10,1
Northern Ireland,,2020-07-11,1
Northern Ireland,,2020-07-12,1
Northern Ireland,,2020-07-13,2
Northern Ireland,,2020-07-14,2
Northern Ireland,,2020-07-15,1
Northern Ireland,,2020-07-16,3
Northern Ireland,,2020-07-17,4
Northern Ireland,,2020-07-18,4
Northern Ireland,,2020-07-19,4
Northern Ireland,,2020-07-20,3
Northern Ireland,,2020-07-21,3
Northern Ireland,,2020-07-22,4
Northern Ireland,,2020-07-23,2
Northern Ireland,,2020-07-24,1
Northern Ireland,,2020-07-25,2
Northern Ireland,,2020-07-26,2
Northern Ireland,,2020-07-27,3
Northern Ireland,,2020-07-28,3
Northern Ireland,,2020-07-29,3
Northern Ireland,,2020-07-30,4
Northern Ireland,,2020-07-31,4
Northern Ireland,,2020-08-01,5
Northern Ireland,,2020-08-02,5
Northern Ireland,,2020-08-03,6
Northern Ireland,,2020-08-04,6
Northern Ireland,,2020-08-05,7
Northern Ireland,,2020-08-06,7
Northern Ireland,,2020-08-07,8
Northern Ireland,,2020-08-08,9
Northern Ireland,,2020-08-09,10
Northern Ireland,,2020-08-10,9
Northern Ireland,,2020-08-11,10
Northern Ireland,,2020-08-12,8
Northern Ireland,,2020-08-13,9
Northern Ireland,,2020-08-14,10
Northern Ireland,,2020-08-15,9
Northern Ireland,,2020-08-16,10
Northern Ireland,,2020-08-17,11
Northern Ireland,,2020-08-18,12
Northern Ireland,,2020-08-19,15
Northern Ireland,,2020-08-20,16
Northern Ireland,,2020-08-21,14
Northern Ireland,,2020-08-22,13
Northern Ireland,,2020-08-23,14
Northern Ireland,,2020-08-24,17
Northern Ireland,,2020-08-25,17
Northern Ireland,,2020-08-26,14
Northern Ireland,,2020-08-27,11
Northern Ireland,,2020-08-28,13
Northern Ireland,,2020-08-29,12
Northern Ireland,,2020-08-30,9
Northern Ireland,,2020-08-31,6
Northern Ireland,,2020-09-01,6
Northern Ireland,,2020-09-02,6
Northern Ireland,,2020-09-03,6
Northern Ireland,,2020-09-04,6
Northern Ireland,,2020-09-05,6
Northern Ireland,,2020-09-06,9
Northern Ireland,,2020-09-07,7
Northern Ireland,,2020-09-08,9
Northern Ireland,,2020-09-09,10
Northern Ireland,,2020-09-10,13
Northern Ireland,,2020-09-11,13
Northern Ireland,,2020-09-12,14
